Sample pc1 pc2 pc3 pc4 pc5 pc6 pc7 pc8 pc9 pc10 pc11 pc12 pc13 pc14 pc15 pc16 pc17 pc18 pc19 pc20 Population Population.2
NA19908 -179.892 -2.84247 -6.01057 4.9545 -2.09784 2.11817 4.06395 9.54411 -1.90345 18.6141 0.905768 -4.38725 9.54403 -6.26315 -5.10588 -5.85237 -6.20381 0.752093 8.44325 3.00999 ASW AFR
NA19909 -178.039 -4.51235 -6.06783 -0.549208 -0.0394314 0.911308 0.702213 6.38749 -5.04917 4.56055 0.489491 0.00734308 3.48363 -3.26644 -4.38695 -8.40377 -3.97493 3.49629 -6.80065 -2.52395 ASW AFR
NA19913 -167.81 -2.07748 -3.81082 3.42788 -2.86007 3.01297 3.64679 9.00896 3.16061 8.50816 3.98776 -9.15098 -13.1689 -10.9235 -42.6842 -40.6425 5.35357 -116.653 -203.545 120.672 ASW AFR
NA19914 -130.793 17.7307 -5.58765 10.7426 0.204486 3.86732 0.176966 7.03305 -2.14562 -4.08798 1.00652 -7.55646 -7.09163 0.866767 1.21137 3.50604 0.943309 -5.28234 0.135513 3.01491 ASW AFR
NA19916 -181.606 -4.20192 -0.452499 2.48902 0.00637003 2.32021 0.808979 0.850314 3.35494 0.905914 -3.90084 -1.58749 4.05533 -2.59654 7.22555 3.94445 -10.4772 7.16855 8.0842 -2.56088 ASW AFR
NA19917 -186.474 -5.74404 -3.42895 2.78309 0.55355 4.08221 -1.35965 4.16471 -2.4023 2.69598 -0.561291 3.16209 -0.810436 -0.216361 3.15066 0.0362274 1.84422 -14.1951 -3.66253 8.56709 ASW AFR
NA19920 -188.028 -6.09504 -3.33368 4.11657 0.952874 1.4858 1.33028 6.75378 1.96582 5.48922 3.29843 -2.36269 4.95103 -7.96416 3.60713 -7.13827 -1.13823 -4.39612 11.0711 3.35782 ASW AFR
NA19921 -93.2652 16.5351 -16.2281 -2.07929 -2.3479 4.57213 0.641643 2.78143 -2.25235 -12.0995 -4.3497 -8.9266 -0.851236 -0.437984 -1.67485 2.47961 -1.34068 -0.614331 -9.07831 4.5905 ASW AFR
NA19922 -128.972 17.7273 -8.81252 8.4511 -1.38381 3.72124 2.68544 4.42934 -0.795935 -4.09143 7.34611 -12.974 -0.35023 -6.25082 4.16464 -11.0267 -1.14101 -6.19605 -3.2313 -1.56879 ASW AFR
NA19923 -104.183 29.6445 -4.9552 14.3905 0.0813252 3.39807 0.579663 3.64621 -4.34027 -14.551 -1.87543 -3.08258 -5.88492 0.639389 3.4826 0.640048 -1.68537 -0.39645 -8.35575 -0.840787 ASW AFR
NA19982 -177.862 -4.58957 -3.84359 5.45029 0.915176 3.20004 6.54313 2.19251 -6.25797 -11.3342 -1.02439 1.27331 -6.4673 -0.527521 -0.787087 -5.40193 3.84234 -3.53984 -1.86402 2.80052 ASW AFR
NA19984 -175.106 -1.30994 -0.134812 2.2256 -0.301033 -0.468776 7.65622 5.54532 -2.6215 -1.3399 -0.858806 -9.63039 -1.94181 -3.48637 1.50179 4.20179 -0.325261 4.25426 6.20359 -2.85097 ASW AFR
NA20126 -127.67 16.1748 -8.10978 10.5305 -1.57634 5.9674 1.42373 3.92113 -1.82621 -10.4801 -7.11181 -4.64735 -10.4284 -12.4971 5.24937 -0.307519 -0.37324 2.32763 1.38863 8.11176 ASW AFR
NA20127 -187.522 -7.1593 -1.14811 2.16041 -0.307882 1.30402 0.678368 3.50233 -3.22763 -6.91957 -0.61822 1.52282 -7.58342 1.21978 15.0415 -1.50475 1.59959 3.85034 -10.0158 -7.19261 ASW AFR
NA20274 -4.86007 -12.444 -55.6701 -62.0603 1.82357 9.98975 4.12277 3.73827 -0.374517 -0.66488 -3.78569 6.91258 10.8855 3.02285 8.33223 -5.99445 -9.83805 3.62345 -8.87368 9.27902 ASW AFR
NA20276 -163 4.20629 -4.62034 7.58436 0.377067 0.156815 -1.20316 6.24007 1.19805 18.8854 -1.28932 -5.46246 3.64843 -12.047 -7.62969 0.947137 -6.25415 -4.3847 17.0361 5.85066 ASW AFR
NA20278 -67.2009 46.0215 -10.1823 17.884 2.04821 2.75669 1.83295 7.05821 2.94349 12.8466 3.66869 -10.3485 2.66675 -2.83951 -1.67681 -4.88394 -1.59654 6.78606 -7.47441 8.60529 ASW AFR
NA20281 -166.851 2.57861 -1.36556 7.0732 0.337934 2.45482 10.0049 8.54278 -0.558732 5.46022 -0.961156 1.99858 -1.97033 2.71507 -2.09361 -3.83415 -2.54298 13.7833 2.92686 3.24719 ASW AFR
NA20282 -136.909 11.7281 -8.68427 6.37047 -1.08091 3.58951 1.85808 3.88993 -1.99359 -17.5505 -4.07935 5.89385 -3.36325 8.39294 4.90727 -6.95439 0.354718 15.4461 0.430255 1.01912 ASW AFR
NA20287 -165.279 1.51635 -4.15023 3.89804 0.593937 2.54183 2.26489 7.1937 -3.98894 -8.36795 0.377633 7.21622 -5.07568 3.56404 -4.87012 -3.57057 2.33184 -1.36907 0.253335 9.43003 ASW AFR
NA20289 -154.245 10.2368 -4.70812 7.71297 0.00236319 0.492503 6.46071 4.32567 -3.77901 -16.1181 -4.51761 2.22418 -2.12242 -6.442 -0.802335 -0.259054 -0.00812138 1.32814 8.58217 -4.44936 ASW AFR
NA20291 -206.394 -15.6272 0.492373 0.270173 -0.102041 0.123333 -5.14883 4.99673 0.33301 -5.82407 0.314557 7.55909 3.84273 2.05098 2.36771 0.620309 1.95873 4.66946 -1.44605 1.60364 ASW AFR
NA20294 -172.92 -2.12544 -4.03013 2.24571 -0.131614 5.27214 4.86178 9.32444 3.4293 5.00958 -1.18261 -4.48502 0.0257021 2.98942 -1.91183 -5.76962 -1.74828 -4.28566 -13.1596 -5.73728 ASW AFR
NA20296 -150.991 5.9343 -5.5538 7.33821 -3.31758 1.16102 -2.59607 2.8739 1.62832 2.418 -1.52378 -6.24464 3.54909 -7.7727 10.5017 -4.89559 -1.40519 35.7854 -6.8125 -2.20169 ASW AFR
NA20298 -193.273 -13.07 -2.11031 0.849432 -1.73264 3.49876 3.85413 4.64514 0.377117 7.23383 -3.25724 -6.29775 2.89776 -3.63958 -0.0540881 -0.342568 -2.8485 1.50315 0.924474 -2.98971 ASW AFR
NA20299 -37.8428 -19.0032 -52.3083 -59.4433 7.02732 7.51235 0.884428 0.0597804 1.5786 14.4073 -0.794295 0.631642 6.75247 -7.92887 14.5742 -7.06068 -11.1085 5.87227 0.929593 14.7411 ASW AFR
NA20314 87.1779 -2.40121 -76.29 -80.6844 6.41307 5.54949 0.0621792 0.487137 1.54027 9.32609 -1.27516 0.17101 8.88288 -2.72308 16.9224 -0.736563 -14.82 2.29568 -0.650853 8.22255 ASW AFR
NA20317 -134.355 19.5926 -6.85334 10.1141 -2.82753 -1.6656 -0.634215 9.08892 -4.45442 1.73457 6.65036 -17.3615 -0.583141 -10.4267 51.1225 4.80504 -17.2189 259.523 -35.1166 19.7804 ASW AFR
NA20318 -133.534 11.8022 -11.4132 2.63696 -3.69075 0.567575 -0.1473 8.29759 -3.37792 1.99771 9.05595 -17.2337 0.99252 -8.55618 44.369 1.98814 -15.3434 247.311 -37.1226 19.5035 ASW AFR
NA20320 -180.122 -7.41003 -3.67039 2.47541 0.68272 3.66145 7.52244 11.3431 -1.66781 2.00247 9.21984 -10.8924 -4.39342 -19.7807 3.33546 11.7177 23.5256 -19.8949 98.1092 86.9323 ASW AFR
NA20321 -150.856 9.42 -7.07245 8.81413 1.14267 1.64546 6.32963 9.9509 -1.79918 6.75445 11.8699 -15.9222 -2.59662 -22.0611 3.52669 11.7096 24.7151 -21.2142 101.381 91.3323 ASW AFR
NA20332 -153.672 6.59454 -5.48401 5.28777 -0.92455 1.83154 12.0523 9.3334 -5.19422 -7.91966 -2.34702 3.76547 -1.85075 -1.77073 1.04105 1.84537 5.01854 4.98068 8.36185 4.45678 ASW AFR
NA20334 -112.481 25.5091 -7.80068 12.0639 0.268374 3.41759 3.35743 9.64728 0.546431 -18.8183 -13.2054 -9.7459 -0.965626 9.53583 0.910963 13.6912 0.578965 -72.8383 -123.97 18.2305 ASW AFR
NA20339 -178.386 -5.69744 -6.97279 -2.60538 0.858984 -1.49742 1.8657 8.45361 3.09258 17.0209 0.566438 -5.58463 7.20209 -5.3566 -0.303292 -4.98668 -6.75218 4.88591 -1.2783 4.15104 ASW AFR
NA20340 -169.387 -0.636699 -3.33751 5.09834 -0.755205 1.81657 4.54257 8.37652 -4.65229 -5.71362 1.85542 5.54254 -0.464421 -0.850631 -3.50602 -2.51428 -5.71898 0.192421 1.97084 4.58462 ASW AFR
NA20342 -102.343 27.5557 -12.0807 12.8635 1.56873 -0.493021 4.59909 5.24125 0.194564 -16.5835 -2.10113 4.67209 -7.08356 5.03084 6.10978 -0.93158 3.84956 7.77655 -7.02386 -0.443333 ASW AFR
NA20346 -164.518 -1.90022 -4.375 3.08138 -0.496055 3.13769 -0.0611752 8.06416 3.86505 -14.313 -6.56497 0.10578 -4.09483 1.40052 -1.72369 4.40279 0.821438 -2.82672 3.4164 3.6986 ASW AFR
NA20348 -167.182 -1.96086 -3.40592 5.3328 3.38552 1.17824 2.41708 1.70857 -0.0404008 -3.44047 -4.20164 6.45941 3.06476 1.55021 0.944714 0.762963 -2.92351 -5.94286 -1.66284 12.0439 ASW AFR
NA20351 -120.081 20.6963 -5.742 10.4996 0.70228 1.35696 3.68271 7.91717 -1.90352 -7.22201 2.71333 2.86003 -3.59566 -0.377424 4.85453 -5.71826 4.2242 4.95031 16.2767 5.0164 ASW AFR
NA20355 -161.425 3.72272 -4.98424 7.75295 0.35833 8.38182 3.57611 8.1688 -0.788464 -28.0217 -10.9179 -6.43072 -4.23188 12.7948 -1.67785 11.4152 2.55835 -77.6083 -116.326 19.2037 ASW AFR
NA20356 -175.899 -2.22684 -2.69833 2.44071 1.66409 -3.3388 0.149376 1.78401 0.101096 -4.13345 1.22471 0.299497 0.185217 -2.16294 5.02806 -9.40658 -3.52737 5.48114 0.561925 2.11416 ASW AFR
NA20357 -183.893 -8.08388 -0.946385 2.60151 -1.38979 4.0345 3.61126 5.35813 -2.66031 -6.27966 -0.899405 -5.43418 2.93539 -2.54012 -1.81416 -2.67594 -0.384895 0.438458 -3.67209 -2.74112 ASW AFR
NA20359 -147.61 8.27813 -8.62407 9.38779 0.99942 10.4151 1.61535 5.83718 -0.0155162 -20.2888 7.71753 -28.0762 1.65056 5.42477 63.3964 -0.364793 19.7075 69.2535 -200.643 -180.988 ASW AFR
NA20362 -147.949 9.87143 -8.07745 8.14462 -0.0992771 9.47482 -0.179152 7.7287 -0.719169 -23.6865 5.72837 -24.8894 3.64387 6.99424 63.2784 1.23207 19.2433 63.7619 -200.478 -177.963 ASW AFR
NA20412 -146.12 5.51297 -9.12218 1.96454 3.33708 4.55473 4.70421 8.57264 -0.237823 2.10889 -0.578696 -6.69385 5.65867 -3.97994 -4.55404 -6.05509 -2.36934 14.217 -3.87282 8.96876 ASW AFR
NA20502 62.492 104.065 -13.6268 37.3439 -3.38536 -27.1999 -1.57471 3.43886 -5.06191 0.136822 4.03487 -8.96774 0.774094 8.67652 1.49613 4.56356 0.927762 -15.3851 2.53605 -21.0205 TSI EUR
NA20503 62.5809 104.429 -17.3873 37.8084 -3.03194 -23.9112 -0.996852 5.88945 1.88835 13.0621 10.0583 -16.3117 0.281906 8.75451 -5.70713 -2.87829 3.36464 -11.107 4.75117 -8.60714 TSI EUR
NA20504 64.8161 99.2143 -16.594 36.2922 -2.96697 -23.1077 -2.70608 1.54802 -0.868099 11.4626 7.8571 -12.6676 1.63139 1.73368 -10.3148 1.59727 2.66896 -4.83981 3.04314 -18.0695 TSI EUR
NA20505 59.1559 104.655 -18.5861 36.4418 -2.38553 -22.2609 0.570247 -0.428504 0.382038 -0.728314 4.42152 -9.42091 -1.43106 7.28555 2.47041 -1.81322 9.49488 -12.2945 5.66824 -7.44025 TSI EUR
NA20506 62.2505 101.147 -15.5903 36.8737 -2.48734 -25.9391 0.962209 1.30321 -7.59983 -12.5951 7.20193 -4.12852 -2.83528 2.51278 -3.72774 2.64784 5.74168 -9.10545 10.8598 -16.1897 TSI EUR
NA20507 62.7059 104.692 -14.3231 36.1404 -7.77442 -22.905 -1.72998 0.800345 -2.95983 -1.02837 4.73593 -7.77624 -4.90238 7.15467 -2.58031 1.40153 -0.43557 -9.29137 1.70155 -16.1172 TSI EUR
NA20508 62.1137 103.599 -15.1271 35.0179 -4.4604 -24.6651 -0.57472 1.37381 -3.41349 1.91787 7.03384 -13.9034 0.306879 7.92497 -1.70706 4.24945 0.602633 -4.62572 5.51434 -16.7101 TSI EUR
NA20509 61.1454 102.545 -17.9798 35.6197 -5.69453 -30.6696 -2.37019 2.9127 -1.83231 12.5386 6.41187 -8.38217 -4.20805 0.311011 -8.14523 -0.613424 7.60258 -7.35379 5.01268 -6.54604 TSI EUR
NA20510 61.7066 103.151 -16.1438 37.192 -2.39809 -26.8134 -3.16738 1.81403 1.12403 9.12748 0.503264 -8.07687 -6.39 -3.38846 -10.3993 5.03627 1.18654 -5.90694 4.48554 -10.927 TSI EUR
NA20511 62.6957 102.141 -16.3364 36.2468 -8.28802 -22.2947 -0.0889952 2.03261 -6.08856 -9.26988 7.39609 -7.18938 -1.02196 4.53374 2.80745 3.33245 6.0828 -2.27115 0.15718 -15.2243 TSI EUR
NA20512 63.0112 103.242 -16.8516 37.3754 -6.19734 -27.6957 -4.67551 4.84413 0.0486332 15.1545 8.86295 -11.5413 -4.47495 -0.526489 -6.07237 3.16893 3.17537 -12.8064 11.7435 -16.1979 TSI EUR
NA20513 62.3911 100.473 -17.8214 36.7036 -3.64357 -28.4821 -2.22894 2.78963 -5.54991 -5.18515 0.0137645 -11.3264 -3.99938 6.97268 -2.41557 -0.470157 2.75636 -9.91351 0.0611737 -18.3724 TSI EUR
NA20514 62.079 104.539 -16.3974 35.8252 -5.66165 -26.9171 -1.93351 1.96207 4.57764 -1.19986 6.26246 -5.40678 -0.212033 -5.01405 -4.27833 1.76021 5.32578 -9.10255 4.18725 -11.3911 TSI EUR
NA20515 63.3981 104.321 -17.8911 34.4177 -2.59332 -21.8897 1.2275 2.46322 -2.8303 4.38787 2.68733 -10.8525 -1.50058 11.4039 2.16816 2.66288 1.62138 -8.4416 4.3267 -16.5204 TSI EUR
NA20516 63.7874 101.217 -16.9472 37.6179 -6.62381 -24.8282 -3.0226 6.98211 -1.48864 -1.50853 3.97969 -4.12458 1.01468 9.07579 -4.19395 4.50931 4.62357 -13.3475 7.54084 -13.5701 TSI EUR
NA20517 62.3964 103.93 -20.6205 37.9675 -2.2284 -28.8925 -1.5002 1.8645 -1.91325 -12.15 8.30582 -0.6078 -7.81133 8.04692 -1.99327 0.710621 11.69 -7.10174 -1.60271 -3.50731 TSI EUR
NA20518 62.2113 102.032 -18.2311 34.1512 -3.92137 -23.1847 -0.969887 3.80178 0.478484 -6.85127 5.02418 -10.1998 -3.47684 4.75765 -5.32221 2.48973 6.8939 -14.6098 3.1356 -13.1986 TSI EUR
NA20519 60.6521 103.565 -15.2338 37.4559 -3.08223 -28.4681 0.556079 3.58787 -0.97205 -0.994094 6.23513 -12.9805 -5.39546 2.15994 -2.48897 4.56836 4.4415 -13.5215 7.51892 -15.7738 TSI EUR
NA20520 60.0864 103.842 -16.6053 39.7974 -4.14063 -24.8795 -1.32591 3.12116 -0.977602 14.0594 8.973 -8.33999 1.10445 4.23969 -6.78198 -0.993969 1.21699 -14.6635 8.25682 -15.1308 TSI EUR
NA20521 61.4915 105.925 -16.1264 37.396 -2.63257 -30.2092 -2.86191 3.50845 1.20117 -1.87746 -0.657011 -9.66453 -7.57753 7.60846 -7.73896 -2.40035 10.2844 -3.37894 2.72785 -12.273 TSI EUR
NA20522 61.4866 102.801 -16.9894 34.2329 -4.45043 -25.0733 -3.33226 4.03611 4.62771 -4.94885 2.79678 -5.76321 -7.35993 5.79533 -3.19593 1.00081 9.14129 -9.9612 7.67701 -11.1639 TSI EUR
NA20524 63.5291 104.963 -17.7443 39.6241 -2.66243 -19.3933 -1.21524 2.44008 1.4059 14.8548 3.71421 -8.94776 -3.60497 6.97393 -7.22705 4.34648 3.47853 -6.00156 0.241476 -4.20247 TSI EUR
NA20525 60.1299 103.615 -14.5737 37.2805 -4.56862 -26.8446 -0.782998 1.78934 -0.815163 -1.52282 2.87919 -7.21087 1.5114 1.12294 -8.46456 3.27803 3.75601 -7.56572 3.6604 -14.0077 TSI EUR
NA20527 63.1276 102.135 -18.655 37.9365 -3.03248 -23.7601 -0.802023 0.814144 0.9082 1.87082 2.81727 -2.21977 -2.19553 3.07558 -4.14201 1.26006 4.13349 -6.62301 2.05125 -13.6031 TSI EUR
NA20528 61.845 101.34 -17.966 37.9761 -3.51259 -26.6738 -1.66375 4.93551 -4.49768 8.52074 4.61626 -5.72633 3.39866 5.57499 -5.34722 -3.69107 2.29508 -2.64211 5.31717 -11.3631 TSI EUR
NA20529 60.5782 102.915 -16.5225 37.5353 -4.87801 -25.8426 2.21358 0.0983917 -3.67062 -21.3987 -2.10643 0.435612 -2.48766 11.341 4.10791 8.45906 9.04826 -7.96972 6.74752 -12.263 TSI EUR
NA20530 62.6685 103.472 -18.0502 36.2968 -3.27064 -22.1211 -1.3226 -0.114677 1.159 14.9429 6.52464 -13.5541 1.07939 -3.18367 -9.41233 0.93066 4.35825 -8.65127 2.45453 -11.9426 TSI EUR
NA20531 62.4148 101.468 -17.748 37.9743 -4.74887 -26.9258 -0.934728 0.567893 -2.14211 7.03659 2.78301 -8.62188 1.4767 2.80597 -14.5144 0.669527 7.68277 -15.3768 9.1433 -19.1222 TSI EUR
NA20532 62.3628 102.445 -16.7508 35.6228 -5.32046 -24.9236 -0.781658 2.3362 -1.07689 15.74 6.42781 -13.1636 3.75615 4.96634 -7.82382 -2.41391 5.53724 -15.2285 4.25922 -15.7679 TSI EUR
NA20533 61.8343 103.697 -16.3725 36.7703 -5.84949 -28.8326 -0.991457 2.01625 -0.129762 5.10984 8.90898 -16.0494 -1.80482 3.45272 -5.92419 0.615051 7.1803 -6.55851 1.64371 -11.2776 TSI EUR
NA20534 61.804 102.777 -16.547 36.3988 -7.15161 -26.0008 -2.79761 5.02005 0.418159 -3.05069 4.75332 -5.6097 -0.702671 3.99303 -6.08733 0.939957 5.92737 -4.04877 2.85043 -14.1762 TSI EUR
NA20535 63.0763 103.192 -19.4254 37.5767 -3.42422 -25.2147 -1.42352 4.35657 3.33498 9.60618 5.35706 -6.02314 4.88259 3.6623 -2.56614 0.979995 3.20829 -2.42339 5.641 -15.9634 TSI EUR
NA20536 61.057 103.147 -17.3229 37.6886 -5.75083 -26.9802 -0.511653 2.06563 6.16789 6.36813 5.05723 -11.7497 -3.78544 7.21001 -11.1125 -0.258088 2.62137 -10.5754 3.89092 -12.1952 TSI EUR
NA20538 60.4411 102.916 -17.6299 37.0492 -4.36817 -29.3621 -3.25025 4.24941 3.7468 14.9487 10.9442 -13.2374 -1.2388 -1.29282 -8.13389 -0.60709 6.81681 -12.6771 3.6965 -12.795 TSI EUR
NA20539 60.4425 104.571 -15.2347 35.5801 -4.27944 -27.321 -3.74873 1.58123 1.29591 -5.5389 3.4147 -11.3375 -3.57796 2.33255 -3.64373 1.92342 8.41582 -8.53509 2.05267 -17.839 TSI EUR
NA20540 62.755 105.511 -17.0736 35.8142 -2.81254 -23.8977 -3.1049 2.18413 -1.14805 12.9734 7.40417 -13.0701 -4.98488 -3.73477 -2.30292 1.98124 -0.599063 -4.99285 -2.4814 -8.63109 TSI EUR
NA20541 60.3648 104.204 -19.3715 38.7687 -3.98997 -26.0422 -1.47642 6.40909 -4.96573 4.37183 2.58613 -14.7252 4.21245 1.37496 -9.2077 0.979519 6.37199 -12.1292 9.68092 -14.269 TSI EUR
NA20542 61.5647 101.673 -17.1175 39.9206 -4.61789 -23.6637 -2.78416 1.63745 -0.70978 -7.25473 6.15147 -2.89226 -1.32201 5.8888 -6.00622 -1.69485 4.18983 -0.922454 3.47532 -14.5201 TSI EUR
NA20543 60.7415 103.141 -17.0458 36.207 -5.33577 -25.0549 -0.565934 -0.632411 0.58454 -11.3577 3.62131 -4.51876 -1.82654 1.09597 0.092598 5.77357 8.91724 -5.88714 3.24771 -10.1788 TSI EUR
NA20544 61.6899 103.23 -15.9758 36.8521 -5.88374 -25.1139 -3.48275 1.7387 0.0438222 8.10597 7.93681 -11.3482 4.77384 2.87179 -11.3185 0.466848 4.72177 -7.85968 2.91119 -7.50957 TSI EUR
NA20581 62.7019 104.193 -18.1008 37.1766 -4.19555 -27.6933 -1.66094 4.17356 -3.71725 4.904 2.6154 -7.49932 -2.36396 6.716 -9.95063 -3.98863 2.44851 -2.57101 5.12684 -12.1979 TSI EUR
NA20582 62.1924 103.471 -19.0944 36.2635 -3.94701 -21.9806 -1.62342 3.80153 -6.44544 12.1199 7.83155 -10.8284 4.63367 2.91608 1.54391 4.92115 3.65197 -4.72145 1.10259 -11.7759 TSI EUR
NA20585 62.4311 101.393 -17.6664 38.7235 -4.93873 -21.809 0.804562 4.4779 3.26794 0.84475 6.71866 -13.6317 -5.36689 3.87755 2.58427 8.90358 0.0576405 -12.1383 2.41876 -9.08498 TSI EUR
NA20586 62.5656 105.194 -18.7968 37.4494 -2.99685 -26.2901 -1.51675 0.457342 1.62655 0.491316 4.48628 -6.50737 1.91867 6.48597 -8.53355 3.32505 3.94453 -4.43447 8.35778 -17.1267 TSI EUR
NA20587 61.6985 103.738 -15.5719 39.5846 -1.6434 -23.1354 -4.45385 4.20704 2.11001 8.99404 3.1685 -10.0526 -0.957798 3.61066 -7.21121 -1.16272 6.70521 -0.987924 -2.70328 -6.82656 TSI EUR
NA20588 60.9819 101.518 -16.4162 37.6515 -5.86172 -23.3091 -0.755863 3.45803 0.293265 -6.55843 5.87758 -9.87303 3.38534 4.63189 -8.26532 4.47498 1.46935 -6.31938 2.70861 -13.2304 TSI EUR
NA20589 59.5195 104.683 -17.0959 38.1252 -3.77844 -27.6306 0.327985 1.02061 -3.52204 -14.4542 3.64716 -3.20209 -5.24905 8.2382 -5.55411 2.94454 10.9556 -15.8556 7.23245 -13.1904 TSI EUR
NA20752 61.9073 103.596 -13.0827 36.3037 -4.70343 -27.3005 -0.95893 0.458662 -3.31146 -0.40178 3.39984 -8.40349 1.32882 4.61783 -3.49927 8.96847 12.444 -5.87213 0.402823 -15.5342 TSI EUR
NA20753 61.3773 101.777 -16.9945 39.7825 -4.45136 -24.7993 0.554847 1.33069 -2.45752 -2.07258 8.94314 -5.23168 0.205738 5.11956 -3.28461 -1.88729 2.63226 -7.26693 2.30496 -11.9677 TSI EUR
NA20754 61.3773 100.717 -16.8949 35.4907 -4.14866 -24.7417 -0.268758 2.16588 0.025542 -5.21449 4.70863 -10.8164 0.138466 9.42984 -5.80845 2.95039 -3.56674 -6.82841 1.09791 -17.4806 TSI EUR
NA20755 61.7023 105.036 -15.6414 37.5735 -3.56614 -26.7238 -2.14067 2.1725 -6.39308 -11.0739 0.770082 -2.05026 -0.409564 2.05447 -1.53089 2.06825 1.71553 -12.948 10.3477 -19.2926 TSI EUR
NA20756 60.4535 102.76 -16.0339 36.6877 -4.02049 -21.6418 0.221093 1.76309 -3.45699 -8.30257 1.17049 2.86652 -2.32264 9.37593 0.446122 -4.23634 4.81386 -4.81483 13.9314 -12.4707 TSI EUR
NA20757 60.3178 103.341 -17.0802 38.7332 -1.38452 -24.2319 -0.357374 0.186071 -1.72159 -13.0444 2.85888 -1.33045 -6.10801 7.03142 -2.26801 0.886398 6.37907 -12.278 4.38493 -7.74175 TSI EUR
NA20758 60.4408 103.819 -13.6781 36.5083 -2.38268 -24.3708 -0.861109 6.85293 -2.01181 12.4059 9.1516 -15.2913 6.51911 2.63615 -5.87815 -0.0412531 -0.663454 -8.70356 2.1812 -16.0068 TSI EUR
NA20759 63.2484 102.882 -17.2113 36.9586 -5.96647 -23.3321 -3.3888 2.43162 1.79585 -2.42996 3.45673 -8.88371 -0.849682 1.66658 1.8783 4.9425 12.0146 -8.11775 4.62364 -7.96627 TSI EUR
NA20760 63.4886 102.779 -16.5781 37.0452 -2.44821 -21.6606 -1.25369 2.33907 -5.39659 5.994 -3.14521 -14.2202 6.91162 8.26632 0.141108 -0.868259 6.64458 -8.95509 4.07691 -11.1753 TSI EUR
NA20761 63.4533 104.413 -15.2272 37.8385 -3.79754 -22.7529 -1.17665 4.66704 -3.33833 0.91365 -0.577964 -9.63199 -2.99964 3.38791 -1.75694 7.5776 8.71771 -7.17216 4.67752 -17.0816 TSI EUR
NA20762 60.2883 103.832 -16.7358 39.0172 -5.2235 -22.5397 -1.25634 1.07215 1.02557 -13.9486 3.12614 0.899054 -6.39025 7.49375 -7.50112 3.139 16.165 -8.93626 4.51393 -13.7932 TSI EUR
NA20763 62.085 103.085 -15.7036 38.442 -2.27352 -20.619 -0.890181 1.40028 -2.80185 -3.54144 1.14894 -1.25251 0.777713 9.48982 -3.44575 -2.68779 9.40821 -13.629 6.31995 -8.31653 TSI EUR
NA20764 61.6593 102.034 -18.2368 39.0732 -2.7831 -25.7881 -3.17756 3.62335 4.20507 10.9679 8.41045 -8.35803 11.6834 1.62323 -6.98765 0.0679494 8.84252 -11.4348 3.30819 -25.3629 TSI EUR
NA20765 60.6594 102.505 -15.2931 37.0975 -4.36555 -23.2927 -3.58862 1.37186 4.0296 1.6438 -1.35831 -8.6222 -1.76943 9.3411 2.65717 -0.940986 2.34133 -4.06352 2.83931 -14.0176 TSI EUR
NA20766 61.6961 103.2 -15.6634 34.2664 -2.62824 -23.8273 -1.87839 6.83276 -3.06404 3.4165 1.82569 -8.07491 -3.27001 4.11312 -5.05286 4.2544 -1.10309 -10.3045 1.46758 -20.3466 TSI EUR
NA20767 62.1655 101.338 -17.6356 37.4072 -8.53362 -20.8546 0.244301 0.758098 -4.78936 -18.7056 -0.246055 1.29816 -4.42087 8.21347 -6.94462 -0.0622496 4.92299 -8.24025 8.15817 -8.64708 TSI EUR
NA20768 62.3475 103.72 -15.495 35.7885 -1.88058 -24.8544 -0.217262 4.54365 -3.94723 13.3141 11.0959 -17.2049 1.80507 0.801497 -5.52882 1.49684 4.95941 -13.1063 3.28793 -13.1737 TSI EUR
NA20769 61.4346 105.11 -17.864 37.1673 -5.34577 -23.7884 -3.55331 1.34242 -0.0132297 4.12511 0.475882 -3.24174 -0.0451765 2.60537 -1.46923 3.79605 8.85742 -6.58388 2.70031 -6.74107 TSI EUR
NA20770 60.9011 103.257 -15.0935 35.4664 -5.86754 -27.6177 -0.449028 0.607811 1.74477 -6.59035 6.06719 -11.4191 -7.85548 0.107943 -6.36649 -1.92255 1.56492 -11.2099 7.09045 -17.3994 TSI EUR
NA20771 61.533 105.794 -16.6622 37.2489 -3.0115 -25.2969 0.612518 2.1695 -6.82374 -0.836385 7.42216 -6.98751 -4.54225 1.52736 -7.96454 3.47281 5.2218 -9.21969 6.49305 -14.6904 TSI EUR
NA20772 62.1678 104.344 -16.1512 36.1564 -1.01049 -27.5378 -2.19323 1.79356 -4.3439 9.76992 5.69323 -9.65362 2.15746 10.1861 -7.70948 1.31912 5.42186 -9.35459 2.72096 -19.6093 TSI EUR
NA20773 64.2394 102.144 -16.2097 37.7773 -3.45382 -23.9523 -2.21055 1.05131 -3.88991 -2.04149 -1.02736 -3.90108 5.60758 6.83592 -7.18067 0.364919 0.996743 -8.63182 6.10767 -9.93662 TSI EUR
NA20774 61.6655 104.069 -16.0007 35.4021 -4.09253 -27.4475 -2.20319 2.96243 -4.09937 2.26845 -0.155903 -10.7213 1.8526 6.11694 -9.69207 -0.529756 7.42318 -8.24378 5.9839 -16.963 TSI EUR
